id_leggo,interesse,nome_interesse,apelido,tema,tema_slug,advocacy_link,keywords,tipo_agenda,descricao_interesse
554bb22bbf2e508ce083115fa3621486,leggo,RAC,PEC do Orçamento de Guerra,Agenda Nacional,agenda-nacional,NA,NA,NA,-
cec80148002502e958d645a507a12a29,leggo,RAC,NA,Agenda nacional,agenda-nacional,NA,NA,NA,-
7e57cc47376cc09c1d4601ea04733cd9,leggo,RAC,Pacote Moro Anticorrupção,Agenda Nacional;Integridade e Transparência,agenda-nacional;integridade-e-transparencia,NA,NA,NA,-
365cfde7265924b5370fd5fdfc549762,leggo,RAC,Pacote Moro Crime Organizado (Principal),Agenda Nacional;Integridade e Transparência,agenda-nacional;integridade-e-transparencia,NA,NA,NA,-
8d974ba88f593b800d77db6dc6f1f0f1,leggo,RAC,Autoriza trabalho a partir dos quatorze anos,Direitos Humanos,direitos-humanos,NA,NA,NA,-
8d974ba88f593b800d77db6dc6f1f0f1,direitos-humanos,Direitos Humanos,Trabalho a partir dos 14 anos,Trabalho infantil,trabalho-infantil,NA,NA,NA,.
d9f8204212bfa76133e73018379feee9,leggo,RAC,Trabalho infantil artístico,Direitos Humanos,direitos-humanos,NA,NA,NA,-
d9f8204212bfa76133e73018379feee9,direitos-humanos,Direitos Humanos,Trabalho infantil artístico,Trabalho infantil,trabalho-infantil,NA,NA,NA,.
b32134168f30b2c633e3d02615c975c6,leggo,RAC,Situação Jurídica do Estrangeiro no Brasil,Direitos Humanos,direitos-humanos,NA,NA,NA,-
34d718f1cd9d10f46749a48041456be4,leggo,RAC,Altera o Código de Trânsito Brasileiro (CTB),Direitos Humanos,direitos-humanos,NA,NA,NA,-
bdc1a8800cb00717885b5c90fbcab0b9,leggo,RAC,Caracteriza como crime a exploração do trabalho infantil,Direitos Humanos,direitos-humanos,NA,NA,NA,-
66ccf888166e100ecdae6dc15b5b4ab6,leggo,RAC,Amplia mecanismos de investigação de mortes decorrentes de intervenção policial,Direitos Humanos,direitos-humanos,NA,NA,NA,-
66ccf888166e100ecdae6dc15b5b4ab6,direitos-humanos,Direitos Humanos,"PL do fim dos ""autos de resistência""",Direito Penal;Violência policial;Segurança pública,direito-penal;violencia-policial;seguranca-publica,NA,NA,NA,.
3965df4685a24669895504287c4e64e4,leggo,RAC,NA,Direitos Humanos,direitos-humanos,NA,NA,NA,-
a70f71abccd6b13c8242d76e33665f53,leggo,RAC,NA,Direitos Humanos,direitos-humanos,NA,NA,NA,-
0f925a3f704fcb3996b9e0201bc5d154,leggo,RAC,NA,Direitos Humanos,direitos-humanos,NA,NA,NA,-
203ae821fd25756d66f5961f719be16a,leggo,RAC,NA,Direitos Humanos,direitos-humanos,NA,NA,NA,-
d83d686c6cd14332642f8015520ac5ef,leggo,RAC,NA,Direitos Humanos,direitos-humanos,NA,NA,NA,-
7c4cbac341769f758f433b3f2e0c08c9,leggo,RAC,PL das Armas,Direitos Humanos;Agenda Nacional,direitos-humanos;agenda-nacional,https://drive.google.com/drive/folders/1T_oUL4xCeFCII9Piy0v6-rYRWliI09dq,NA,NA,-
7c4cbac341769f758f433b3f2e0c08c9,direitos-humanos,Direitos Humanos,Armamento,Armamento;Segurança pública,armamento;seguranca-publica,NA,NA,NA,.
4e74b87066ee56cbba31cfb537e4cb16,leggo,RAC,NA,Direitos Humanos;Educação,direitos-humanos;educacao,NA,NA,NA,-
4e74b87066ee56cbba31cfb537e4cb16,pandemia,Pandemia,NA,Gestão,gestao,NA,NA,NA,"Neste painel estão apresentadas proposições relacionadas a gestão da pandemia da COVID 19, o fornecimento e transparência da vacina e o auxílio emergencial para a população."
4e74b87066ee56cbba31cfb537e4cb16,direitos-humanos,Direitos Humanos,Retorno às aulas na pandemia,Educação;Pandemia,educacao;pandemia,NA,NA,NA,.
d11b3645b1c92265f0948b446b3c3782,leggo,RAC,Deixa de incluir FUNDEF no limite de gastos com pessoal,Educação,educacao,NA,NA,NA,-
e95d0fb5b711348945995acc0a23d68f,leggo,RAC,Piso salarial do magistério público da educação básica - Moura,Educação,educacao,NA,NA,NA,-
5380177d5a235e67a3079aa402d5413a,leggo,RAC,Piso salarial do magistério público da educação básica - Marchezan,Educação,educacao,NA,NA,NA,-
fe7cfbab57365f881a499a0d4d95377f,leggo,RAC,Tornar o FUNDEB permanente (Câmara),Educação,educacao,NA,NA,NA,-
ebfdc89f91ebd5eac5fdc06100cce4af,leggo,RAC,"Altera a Lei nº 12.711, de 29 de agosto de 2012, para assegurar, a estudantes com a renda familiar que especifica, a reserva de 50% (cinquenta por cento) das vagas ociosas nas universidades federais.",Direitos Humanos;Educação,direitos-humanos;educacao,NA,NA,NA,-
ebfdc89f91ebd5eac5fdc06100cce4af,direitos-humanos,Direitos Humanos,Altera as cotas nas universidades e instituições federais de ensino técnico de nível médio federais,Educação;Ações afirmativas;Cotas,educacao;acoes-afirmativas;cotas,NA,NA,NA,.
54912958c0dd2e0cd499cb134c3762ca,leggo,RAC,10 Medidas Contra a Corrupção,Integridade e Transparência,integridade-e-transparencia,NA,NA,NA,-
54912958c0dd2e0cd499cb134c3762ca,transparencia-e-integridade,Transparência e Integridade,NA,Administração Pública;Direito Civil e Processual Civil;Direito Penal e Processual Penal;Prioritário,administracao-publica;direito-civil-e-processual-civil;direito-penal-e-processual-penal;prioritario,NA,NA,NA,"Este painel reúne proposições em tramitação relacionadas com transparência pública, acesso à informação, dados abertos, integridade administrativa e temas correlatos."
3a80e5f8ad1b342e69c00d29273a6351,leggo,RAC,Assinatura eletrônica em Leis de Iniciativa Popular,Integridade e Transparência,integridade-e-transparencia,NA,NA,NA,-
3a80e5f8ad1b342e69c00d29273a6351,transparencia-e-integridade,Transparência e Integridade,NA,Processo Legislativo e Atuação Parlamentar,processo-legislativo-e-atuacao-parlamentar,NA,NA,NA,"Este painel reúne proposições em tramitação relacionadas com transparência pública, acesso à informação, dados abertos, integridade administrativa e temas correlatos."
46f420685c909e62f8008fc261127e15,leggo,RAC,Disciplina a atividade de lobby,Integridade e Transparência,integridade-e-transparencia,NA,NA,NA,-
46f420685c909e62f8008fc261127e15,transparencia-e-integridade,Transparência e Integridade,NA,Administração Pública;Prioritário,administracao-publica;prioritario,NA,NA,NA,"Este painel reúne proposições em tramitação relacionadas com transparência pública, acesso à informação, dados abertos, integridade administrativa e temas correlatos."
ef3d56850958500ee8a258bb95dcdcdf,leggo,RAC,PL das Compras Públicas (Nova Lei de Licitações),Integridade e Transparência,integridade-e-transparencia,NA,NA,NA,-
ef3d56850958500ee8a258bb95dcdcdf,transparencia-e-integridade,Transparência e Integridade,NA,Administração Pública;Prioritário,administracao-publica;prioritario,NA,NA,NA,"Este painel reúne proposições em tramitação relacionadas com transparência pública, acesso à informação, dados abertos, integridade administrativa e temas correlatos."
ddce18d2d7ec16344826e8cd12fd658f,leggo,RAC,Controle das OSCs,Integridade e Transparência,integridade-e-transparencia,NA,NA,NA,-
172f45aec37c8ad1647b8d3c03a30e1c,leggo,RAC,Transparência Partidária (Câmara),Integridade e Transparência,integridade-e-transparencia,NA,NA,NA,-
172f45aec37c8ad1647b8d3c03a30e1c,transparencia-e-integridade,Transparência e Integridade,NA,"Política, Partidos e Eleições;Prioritário","politica,-partidos-e-eleicoes;prioritario",NA,NA,NA,"Este painel reúne proposições em tramitação relacionadas com transparência pública, acesso à informação, dados abertos, integridade administrativa e temas correlatos."
bf906e4e69a3f0864cf079fc194eed1b,leggo,RAC,Lei do Licenciamento Ambiental,Meio Ambiente,meio-ambiente,NA,NA,NA,-
bf906e4e69a3f0864cf079fc194eed1b,licenciamento-ambiental,Licenciamento Ambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha proposições legislativas em tramitação relacionadas com aprovação de normas de licenciamento ambiental e questões correlatas, como agronegócio e regulamentação fundiária."
bf906e4e69a3f0864cf079fc194eed1b,socioambiental,Socioambiental,Lei do Licenciamento Ambiental,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
2ee550b3bcb3e794a5721059ba985ceb,leggo,RAC,PL do Veneno,Meio Ambiente,meio-ambiente,NA,NA,NA,-
2ee550b3bcb3e794a5721059ba985ceb,reforma-tributaria,Reforma Tributária,NA,Socioambiental,socioambiental,NA,NA,NA,"Este painel reúne proposições em tramitação voltadas a mudanças no sistema tributário brasileiro, por exemplo, a reformulação dos impostos e dos seus modos de cobrança."
2ee550b3bcb3e794a5721059ba985ceb,socioambiental,Socioambiental,PL do Veneno,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
1861fc92e38e56038410758af021a739,leggo,RAC,Estatuto do Índio,Meio Ambiente,meio-ambiente,NA,NA,NA,-
1861fc92e38e56038410758af021a739,socioambiental,Socioambiental,Estatuto do Índio,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
fabf1d2bf0aaafab68f7b2c3dc9e4e5c,leggo,RAC,Lei para Acabar Zona de Amortecimento,Meio Ambiente,meio-ambiente,NA,NA,NA,-
fabf1d2bf0aaafab68f7b2c3dc9e4e5c,socioambiental,Socioambiental,Lei para Acabar Zona de Amortecimento,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
9b1c032f1fa1be01be649c5c598b327d,leggo,RAC,Política Governo de Redução de Agrotóxico,Meio Ambiente,meio-ambiente,NA,NA,NA,-
9b1c032f1fa1be01be649c5c598b327d,socioambiental,Socioambiental,Política Governo de Redução de Agrotóxico,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
39cc19de19d1af73d0e8be546f058b42,leggo,RAC,Indenização Propriedades Privadas em Unidades de Conservação,Meio Ambiente,meio-ambiente,NA,NA,NA,-
39cc19de19d1af73d0e8be546f058b42,socioambiental,Socioambiental,Indenização Propriedades Privadas em Unidades de Conservação,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
099ceb66d09b6d87b0fe5d305cbae94e,leggo,RAC,Criação da Área de Proteção Ambiental de Canavieiras,Meio Ambiente,meio-ambiente,NA,NA,NA,-
099ceb66d09b6d87b0fe5d305cbae94e,socioambiental,Socioambiental,Criação da Área de Proteção Ambiental de Canavieiras,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
bbecce8638cc609716b1a8f3057cd858,leggo,RAC,Demarcações passam a ser competência exclusiva do Congresso,Meio Ambiente,meio-ambiente,NA,NA,NA,-
bbecce8638cc609716b1a8f3057cd858,socioambiental,Socioambiental,Demarcações passam a ser competência exclusiva do Congresso,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
1f3dd954942a5e88c76a392418fc129a,leggo,RAC,Lei do Pantanal - Molon,Meio Ambiente,meio-ambiente,NA,NA,NA,-
1f3dd954942a5e88c76a392418fc129a,licenciamento-ambiental,Licenciamento Ambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha proposições legislativas em tramitação relacionadas com aprovação de normas de licenciamento ambiental e questões correlatas, como agronegócio e regulamentação fundiária."
1f3dd954942a5e88c76a392418fc129a,socioambiental,Socioambiental,Lei do Pantanal - Molon,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
6ec15271bee601ef885a10f49e3910a1,leggo,RAC,Lei do Cerrado,Meio Ambiente,meio-ambiente,NA,NA,NA,-
6ec15271bee601ef885a10f49e3910a1,socioambiental,Socioambiental,Lei do Cerrado,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
e0e28b787b7e0e9475833309d95287a4,leggo,RAC,PNCMar,Meio Ambiente,meio-ambiente,NA,NA,NA,-
e0e28b787b7e0e9475833309d95287a4,reforma-tributaria,Reforma Tributária,NA,Socioambiental,socioambiental,NA,NA,NA,"Este painel reúne proposições em tramitação voltadas a mudanças no sistema tributário brasileiro, por exemplo, a reformulação dos impostos e dos seus modos de cobrança."
e0e28b787b7e0e9475833309d95287a4,licenciamento-ambiental,Licenciamento Ambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha proposições legislativas em tramitação relacionadas com aprovação de normas de licenciamento ambiental e questões correlatas, como agronegócio e regulamentação fundiária."
e0e28b787b7e0e9475833309d95287a4,socioambiental,Socioambiental,PNCMar,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
4a91f3f4737fb9f4db42f27969469511,leggo,RAC,Reforma do setor elétrico (Câmara),Meio Ambiente,meio-ambiente,NA,NA,NA,-
4a91f3f4737fb9f4db42f27969469511,socioambiental,Socioambiental,Reforma do setor elétrico (Câmara),Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
e54d3e229c9a339b56b43fafc50f9b57,leggo,RAC,Substitui a lei de agrotóxicos atualmente em vigor,Meio Ambiente,meio-ambiente,NA,NA,NA,-
e54d3e229c9a339b56b43fafc50f9b57,socioambiental,Socioambiental,Substitui a lei de agrotóxicos atualmente em vigor,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
61097ea0b3ca27274b8de30f317ca346,leggo,RAC,Permite a regulamentação da caça por municípios,Meio Ambiente,meio-ambiente,NA,NA,NA,-
61097ea0b3ca27274b8de30f317ca346,socioambiental,Socioambiental,Permite a regulamentação da caça por municípios,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
b8041c2188b14f95cef1b5b2cb36eb67,leggo,RAC,PL da Caça,Meio Ambiente,meio-ambiente,NA,NA,NA,-
b8041c2188b14f95cef1b5b2cb36eb67,licenciamento-ambiental,Licenciamento Ambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha proposições legislativas em tramitação relacionadas com aprovação de normas de licenciamento ambiental e questões correlatas, como agronegócio e regulamentação fundiária."
b8041c2188b14f95cef1b5b2cb36eb67,socioambiental,Socioambiental,PL da Caça,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
8f7e86d3feb94a434b529c72db29d8ea,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
8f7e86d3feb94a434b529c72db29d8ea,socioambiental,Socioambiental,Regularização fundiária,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
ac0895d39170e55f4291d527a06f71fc,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
ac0895d39170e55f4291d527a06f71fc,socioambiental,Socioambiental,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
04443ecf493a05761197ce44b2b91039,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
04443ecf493a05761197ce44b2b91039,socioambiental,Socioambiental,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
dc4efdef7c07b9069c2d47f902257d09,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
dc4efdef7c07b9069c2d47f902257d09,socioambiental,Socioambiental,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
82af32ac88788d88e098803b8faab1b8,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
82af32ac88788d88e098803b8faab1b8,socioambiental,Socioambiental,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
256da1be740c11a66fdec0c7102bf96f,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
256da1be740c11a66fdec0c7102bf96f,socioambiental,Socioambiental,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
d78aacfccd4e6f2157c6ea88438741c2,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
d78aacfccd4e6f2157c6ea88438741c2,licenciamento-ambiental,Licenciamento Ambiental,NA,"Cidades e Desenvolvimento Urbano;Energia, Recursos Hídricos e Minerais","cidades-e-desenvolvimento-urbano;energia,-recursos-hidricos-e-minerais",NA,NA,NA,"Este painel acompanha proposições legislativas em tramitação relacionadas com aprovação de normas de licenciamento ambiental e questões correlatas, como agronegócio e regulamentação fundiária."
d78aacfccd4e6f2157c6ea88438741c2,socioambiental,Socioambiental,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
030edaf9011b1ce30f55f11ddb9a57c5,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
030edaf9011b1ce30f55f11ddb9a57c5,socioambiental,Socioambiental,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
dfa2857aebc085d2968149ece3f3c8e3,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
dfa2857aebc085d2968149ece3f3c8e3,socioambiental,Socioambiental,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
85eb950028dc4f7c760964f79bfe2b26,leggo,RAC,NA,Meio Ambiente,meio-ambiente,NA,NA,NA,-
