id_leggo,interesse,nome_interesse,apelido,tema,tema_slug,advocacy_link,keywords,tipo_agenda,descricao_interesse
da5cc9b71aeb123d544acc15a76b4ae6,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
f4d39b5e842f71b84f89f0b6e64176f5,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
844015fed4868a424c52bae3eaad210a,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
b4c571e3568db2f73e5b8cecebca6936,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
d69232ee5b0faaf35c0be7111264a489,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
dafbc3ee8c2e52ad98942a340d6289ce,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
eaad6a95ed22f2ae06485a3512ae9e3e,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
14b876b3f66dc82bcbe80d64390f7a88,socioambiental,Socioambiental,NA,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo","meio-ambiente-e-desenvolvimento-sustentavel;agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
86471bed0cff4054c3fc692d1be52edc,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
d3bd29d499f1a91c94dbb10ef569a0b0,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
3e39b51fecc1a1e39cf7259bc432d3b1,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
fafa231dac1d74709d5d54829f26de7b,socioambiental,Socioambiental,NA,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo","meio-ambiente-e-desenvolvimento-sustentavel;agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
663313c62d2109a93efb68e844c519a2,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
63752d71560e20e96d1b304bf301b032,socioambiental,Socioambiental,NA,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo","meio-ambiente-e-desenvolvimento-sustentavel;agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
95a3ca957f9109c578c17f6a23a471e1,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
8f69c2618b4037192043f01e20052383,socioambiental,Socioambiental,NA,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo","meio-ambiente-e-desenvolvimento-sustentavel;agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
8b633a9802f478711db16a55a4f12d54,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
d8ef22fff138b7b1a320e79744010f7a,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
a4113f593e90440334273c4c7f072a04,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
40ccf3c29d8d8c799dd114d48ab95c6b,socioambiental,Socioambiental,NA,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo","meio-ambiente-e-desenvolvimento-sustentavel;agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
4253d0b8a56e0e13459e977eef55dce3,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
35100ca50591e9c71ad264301f47f1cb,socioambiental,Socioambiental,NA,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo","meio-ambiente-e-desenvolvimento-sustentavel;agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
57fbdab47ccd4833335158287f22a7de,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
f9baa5ea7c5d02025b6cb1903d6e5b27,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
374157e9d0f30d6d7b0387c9f21e32d8,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
9de143d78e9da328efdebfb3e6674c48,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
f9ce0a16dd613d59f2692904758597fd,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
1796768fea528f5c3f4de05a3c55e807,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
401155d203eb228705feed831c2340b9,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
5b3f60534f065999c1fecad8c9a61c63,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
53b4585f954ff88798c1da5ab7265d3c,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
606229d33bb8e604994feb47405576bf,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
2838c2a81b6a2f88b43a0a8b9bdd7297,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
a925ea885aa1e324956d41ff9ec8e458,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
43c63b9f26c97da7a15f453f5935b47a,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
1a08a6cff846d1b94ca9591be7ad08f0,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
c746ee925159a6e93fcba7c6c79ab309,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
77b38623aa86a7b8a72afb407f622e95,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
4cee2938cb403453dac5b077c5a3b148,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
f02ed5004d566b7e5d8bd12026e7348a,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
b5c62f3d5e5ab27c2496359855ce8b4e,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
028492f72874907250d0505ce7b0bf2b,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
8e8514724c8d7024d889f4bd1ca06d67,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
74dbee5272804176a03850c295c1aa54,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
ab7942259ef008be00aba3bcd4d095b1,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
5cd45a5038311877d079915dac713cb6,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
573488b3c78e22ddbb9e4f2a1a4dd616,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
b939dbc513955298c09d86f0c11f2421,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
7ad75fb2c7bd1990cb00e35481347458,socioambiental,Socioambiental,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
ebddd18c7c99e4be2ebb7a8f0d349d09,socioambiental,Socioambiental,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
2c1979a5a09d355754065cad8a04ced4,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
ddd9fc5799e62b5bd5f94c9843f16ab0,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
14c2ed720bbddf495efdaf3ad23cc78d,socioambiental,Socioambiental,NA,Estrutura Fundiária,estrutura-fundiaria,NA,NA,NA,"Este painel acompanha as proposições legislativas em tramitação no Congresso Nacional que têm relação com a agenda do Grupo Temático de Desenvolvimento Socioambiental, da Rede de Advocacy Colaborativo (RAC). O GT é composto por mais de 50 organizações da sociedade civil e atua em temas como Mudanças climáticas, Regularização Fundiária, Licenciamento Ambiental e Reformas Tributária e Administrativa, entre outros."
